order_id,customer_id,order_date,subtotal,discount,tax,shipping,total,payment_method,payment_terms,order_status,shipping_address,shipping_city,shipping_state,shipping_zip,sales_channel,sales_rep
ORD100158,CUST10446,2023-03-22,200037,10001,16002.96,0,206038.96,Purchase Order,Net 60,Shipped,1147 Commerce Blvd,Portland,MN,93670,Partner,Jessica Martinez
ORD100159,CUST10015,2024-10-06,52202,5220,4176.16,0,51158.16,Wire Transfer,50/50,Cancelled,1406 Manufacturing Blvd,Chicago,TX,63871,Direct Sales,Jessica Martinez
ORD100160,CUST10043,2024-12-20,193210,19321,15456.8,0,189345.8,Purchase Order,Financing 24mo,Shipped,4161 Business Parkway,Detroit,TX,13692,Online,Chris Patel
ORD100161,CUST10233,2024-11-14,50110,2505,4008.8,0,51613.8,Credit Card,Net 30,Shipped,9283 Tech Dr,Boston,TX,30283,Partner,David Martinez
ORD100162,CUST10221,2024-06-19,734,0,58.72,161,953.72,Wire Transfer,Net 30,Cancelled,770 Industrial Way,Portland,WA,20068,Direct Sales,Jessica Martinez
ORD100163,CUST10048,2023-05-02,56534,5653,4522.72,0,55403.72,Financing,Prepaid,Completed,6051 Tech Blvd,Seattle,CO,12031,Online,David Martinez
ORD100164,CUST10371,2024-02-10,49433,0,3954.64,0,53387.64,Wire Transfer,Prepaid,Completed,9004 Business Blvd,Chicago,TX,79679,Partner,Chris Patel
ORD100165,CUST10272,2023-04-17,18747,0,1499.76,0,20246.76,Wire Transfer,Net 30,Shipped,4060 Tech Dr,Detroit,TX,22766,Online,Chris Patel
ORD100166,CUST10463,2023-02-03,91011,9101,7280.88,0,89190.88,Wire Transfer,50/50,Shipped,2953 Tech Way,Detroit,CO,41064,Partner,David Martinez
ORD100167,CUST10376,2023-04-24,62359,3117,4988.72,0,64230.72,Financing,Financing 24mo,Completed,1497 Commerce Parkway,Boston,IL,10892,Phone,Jessica Martinez
ORD100168,CUST10313,2023-11-28,21213,0,1697.04,0,22910.04,Financing,Net 60,Completed,220 Tech Parkway,Denver,CO,12443,Direct Sales,Chris Patel
ORD100169,CUST10063,2023-09-22,18747,0,1499.76,0,20246.76,Purchase Order,Prepaid,In Production,8941 Manufacturing Blvd,Seattle,IL,92441,Direct Sales,David Martinez
ORD100170,CUST10205,2023-07-10,30522,0,2441.76,0,32963.76,Credit Card,Prepaid,Cancelled,570 Commerce Dr,Detroit,MN,49598,Partner,Chris Patel
ORD100171,CUST10053,2023-05-21,20074,0,1605.92,0,21679.92,Financing,Prepaid,Completed,2170 Business Dr,Detroit,WA,60143,Phone,David Martinez
ORD100172,CUST10274,2024-08-28,123225,6161,9858.0,0,126922.0,Purchase Order,50/50,Completed,2667 Manufacturing Blvd,Minneapolis,IL,69589,Direct Sales,Chris Patel
ORD100173,CUST10476,2023-12-13,55029,2751,4402.32,0,56680.32,Purchase Order,Net 60,Cancelled,9287 Manufacturing Dr,Boston,MA,61149,Direct Sales,David Martinez
ORD100174,CUST10072,2023-05-31,79915,3995,6393.2,0,82313.2,Wire Transfer,Net 60,Cancelled,4513 Business Dr,Boston,MN,32455,Direct Sales,David Martinez
ORD100175,CUST10259,2023-08-23,127478,6373,10198.24,0,131303.24,Wire Transfer,50/50,Completed,7430 Commerce Way,Seattle,CO,69634,Partner,Jessica Martinez
ORD100176,CUST10312,2024-03-03,75272,7527,6021.76,0,73766.76,Purchase Order,Prepaid,Cancelled,2501 Commerce Dr,Austin,MI,88994,Direct Sales,Chris Patel
ORD100177,CUST10375,2023-11-04,46961,0,3756.88,0,50717.88,Financing,Prepaid,In Production,7661 Manufacturing Parkway,Denver,IL,32289,Direct Sales,Jessica Martinez
ORD100178,CUST10375,2024-04-16,37848,0,3027.84,0,40875.84,Credit Card,Prepaid,Completed,7661 Manufacturing Parkway,Denver,IL,32289,Direct Sales,Chris Patel
ORD100179,CUST10296,2023-10-23,27562,0,2204.96,0,29766.96,Purchase Order,50/50,Cancelled,7385 Commerce Blvd,Chicago,MN,72319,Partner,David Martinez
ORD100180,CUST10014,2024-05-06,56731,2836,4538.48,0,58433.479999999996,Credit Card,Prepaid,In Production,5020 Business Dr,Denver,MI,11909,Direct Sales,David Martinez
ORD100181,CUST10064,2024-12-29,115639,5781,9251.12,0,119109.12,Wire Transfer,50/50,Completed,7455 Commerce Parkway,Minneapolis,WA,60743,Partner,Chris Patel
ORD100182,CUST10234,2024-08-01,71898,7189,5751.84,0,70460.84,Financing,Financing 24mo,Completed,9145 Manufacturing Blvd,Chicago,WA,53686,Partner,Jessica Martinez
ORD100183,CUST10142,2023-04-22,18308,0,1464.64,0,19772.64,Financing,Financing 24mo,Completed,2340 Manufacturing Blvd,Portland,WA,17937,Direct Sales,David Martinez
ORD100184,CUST10380,2023-10-18,147907,14790,11832.56,0,144949.56,Purchase Order,Prepaid,Completed,6485 Commerce Blvd,Chicago,WA,58293,Direct Sales,David Martinez
ORD100185,CUST10388,2023-07-12,87487,8748,6998.96,0,85737.96,Purchase Order,50/50,Shipped,2668 Industrial Parkway,Detroit,TX,43236,Direct Sales,Chris Patel
ORD100186,CUST10283,2024-10-27,70645,7064,5651.6,0,69232.6,Purchase Order,50/50,Shipped,4722 Commerce Blvd,Boston,MI,41122,Partner,Jessica Martinez
ORD100187,CUST10406,2024-01-30,58214,5821,4657.12,0,57050.12,Financing,Net 30,In Production,4795 Tech Way,Portland,WA,68533,Partner,Chris Patel
ORD100188,CUST10130,2023-07-11,91443,9144,7315.44,0,89614.44,Credit Card,Net 60,Cancelled,5546 Industrial Way,Portland,MN,25136,Online,Chris Patel
ORD100189,CUST10044,2024-02-14,51196,2559,4095.68,0,52732.68,Financing,Net 30,Cancelled,7701 Business Blvd,Austin,IL,18974,Phone,David Martinez
ORD100190,CUST10465,2024-08-04,15157,0,1212.56,0,16369.56,Credit Card,50/50,Shipped,9234 Industrial Parkway,Minneapolis,CO,16361,Direct Sales,Chris Patel
ORD100191,CUST10266,2024-04-09,26808,0,2144.64,0,28952.64,Purchase Order,Prepaid,Shipped,8471 Business Blvd,Detroit,TX,19723,Online,Jessica Martinez
ORD100192,CUST10231,2024-06-05,154277,7713,12342.16,0,158906.16,Wire Transfer,Financing 24mo,Cancelled,5829 Business Blvd,Boston,IL,78012,Direct Sales,Chris Patel
ORD100193,CUST10379,2024-01-19,104376,10437,8350.08,0,102289.08,Purchase Order,50/50,Completed,3314 Industrial Way,Austin,MN,92989,Direct Sales,Chris Patel
ORD100194,CUST10244,2023-04-24,90680,9068,7254.4,0,88866.4,Purchase Order,Prepaid,Cancelled,183 Tech Dr,Seattle,TX,31036,Direct Sales,David Martinez
ORD100195,CUST10408,2023-10-18,100244,10024,8019.52,0,98239.52,Financing,Prepaid,In Production,7751 Business Blvd,Denver,IL,32573,Phone,Jessica Martinez
ORD100196,CUST10102,2024-03-24,118490,5924,9479.2,0,122045.2,Purchase Order,Financing 24mo,Shipped,3442 Business Way,Denver,MI,19308,Partner,David Martinez
ORD100197,CUST10102,2024-05-13,61755,3087,4940.4,0,63608.4,Wire Transfer,Prepaid,Cancelled,3442 Business Way,Denver,MI,19308,Direct Sales,David Martinez
ORD100198,CUST10424,2023-06-02,29329,0,2346.32,0,31675.32,Purchase Order,Prepaid,Completed,3636 Commerce Way,Chicago,WA,87259,Direct Sales,David Martinez
ORD100199,CUST10319,2023-03-27,25173,0,2013.84,0,27186.84,Credit Card,Prepaid,In Production,6251 Business Dr,Portland,CO,24706,Direct Sales,David Martinez
ORD100200,CUST10392,2024-01-07,77243,3862,6179.44,0,79560.44,Credit Card,Prepaid,Completed,5376 Industrial Blvd,Seattle,MA,35733,Direct Sales,Chris Patel
ORD100201,CUST10135,2024-10-22,18390,0,1471.2,0,19861.2,Credit Card,50/50,Completed,2176 Commerce Way,Denver,MA,64327,Online,David Martinez
ORD100202,CUST10331,2023-08-14,45044,0,3603.52,0,48647.52,Financing,Financing 24mo,Completed,6202 Manufacturing Blvd,Detroit,IL,76083,Online,Jessica Martinez
ORD100203,CUST10469,2024-12-10,112797,11279,9023.76,0,110541.76,Purchase Order,Financing 24mo,Completed,8199 Manufacturing Dr,Chicago,OR,37316,Partner,Chris Patel
ORD100204,CUST10424,2023-05-03,13435,0,1074.8,0,14509.8,Financing,Prepaid,Completed,3636 Commerce Way,Chicago,WA,87259,Direct Sales,Jessica Martinez
ORD100205,CUST10145,2024-05-16,23932,0,1914.56,0,25846.56,Purchase Order,Net 60,Cancelled,6736 Industrial Parkway,Boston,MI,32711,Online,David Martinez
ORD100206,CUST10381,2024-07-10,50563,5056,4045.04,0,49552.04,Credit Card,Net 60,Completed,4413 Tech Dr,Portland,WA,28257,Direct Sales,David Martinez
ORD100207,CUST10109,2023-12-14,232048,11602,18563.84,0,239009.84,Financing,Prepaid,In Production,6512 Commerce Blvd,Denver,MI,77767,Direct Sales,Jessica Martinez
ORD100208,CUST10123,2023-02-21,34410,0,2752.8,0,37162.8,Financing,Net 30,Completed,6003 Manufacturing Dr,Seattle,OR,36053,Direct Sales,Jessica Martinez
ORD100209,CUST10069,2024-02-29,67335,6733,5386.8,0,65988.8,Financing,Prepaid,Cancelled,9231 Manufacturing Way,Chicago,CO,78578,Direct Sales,Chris Patel
ORD100210,CUST10105,2023-08-04,11780,0,942.4,0,12722.4,Financing,Prepaid,Completed,8965 Manufacturing Dr,Denver,CO,59285,Direct Sales,David Martinez
ORD100211,CUST10009,2024-12-01,122692,6134,9815.36,0,126373.36,Credit Card,Net 60,Shipped,9524 Tech Dr,Austin,MA,50277,Phone,David Martinez
ORD100212,CUST10376,2024-09-21,30547,0,2443.76,0,32990.76,Purchase Order,Net 30,Shipped,1497 Commerce Parkway,Boston,IL,10892,Partner,Jessica Martinez
ORD100213,CUST10319,2023-04-05,20074,0,1605.92,0,21679.92,Credit Card,Prepaid,Shipped,6251 Business Dr,Portland,CO,24706,Direct Sales,David Martinez
ORD100214,CUST10210,2024-01-08,172104,8605,13768.32,0,177267.32,Wire Transfer,Net 30,Completed,724 Commerce Blvd,Chicago,MI,88154,Online,Chris Patel
ORD100215,CUST10004,2024-09-09,59544,5954,4763.52,0,58353.520000000004,Wire Transfer,Financing 24mo,In Production,7863 Industrial Way,Detroit,CO,85714,Online,Chris Patel
ORD100216,CUST10102,2024-07-25,57861,5786,4628.88,0,56703.88,Purchase Order,Net 60,Completed,3442 Business Way,Denver,MI,19308,Direct Sales,Chris Patel
ORD100217,CUST10011,2023-09-13,30972,0,2477.76,0,33449.76,Credit Card,Prepaid,Completed,909 Tech Way,Denver,MN,78991,Direct Sales,David Martinez
ORD100218,CUST10331,2023-12-06,36471,0,2917.68,0,39388.68,Wire Transfer,Net 30,Completed,6202 Manufacturing Blvd,Detroit,IL,76083,Phone,David Martinez
ORD100219,CUST10050,2024-10-13,23932,0,1914.56,0,25846.56,Financing,Financing 24mo,Cancelled,2831 Manufacturing Blvd,Austin,MA,69433,Online,Jessica Martinez
ORD100220,CUST10293,2023-09-11,112932,11293,9034.56,0,110673.56,Purchase Order,Net 60,In Production,6504 Business Way,Boston,IL,29850,Partner,Jessica Martinez
ORD100221,CUST10361,2024-08-01,48910,0,3912.8,0,52822.8,Financing,Financing 24mo,In Production,3605 Tech Way,Chicago,CO,79595,Phone,Chris Patel
ORD100222,CUST10137,2024-07-21,69533,3476,5562.64,0,71619.64,Wire Transfer,50/50,In Production,7314 Tech Parkway,Austin,MN,79862,Online,Jessica Martinez
ORD100223,CUST10073,2024-04-12,25173,0,2013.84,0,27186.84,Financing,Net 60,Completed,7523 Commerce Way,Boston,MN,43617,Online,Jessica Martinez
ORD100224,CUST10078,2023-05-31,68508,6850,5480.64,0,67138.64,Purchase Order,Prepaid,Completed,2790 Commerce Blvd,Boston,WA,82841,Partner,Chris Patel
ORD100225,CUST10427,2023-06-21,12298,0,983.84,0,13281.84,Credit Card,Net 30,Completed,160 Industrial Way,Boston,WA,11140,Phone,David Martinez
ORD100226,CUST10354,2024-03-28,25173,0,2013.84,0,27186.84,Financing,50/50,In Production,3724 Industrial Parkway,Seattle,MA,68344,Partner,Chris Patel
ORD100227,CUST10135,2023-09-29,108943,10894,8715.44,0,106764.44,Financing,Net 60,Completed,2176 Commerce Way,Denver,MA,64327,Direct Sales,David Martinez
ORD100228,CUST10255,2023-01-12,20808,0,1664.64,0,22472.64,Financing,50/50,Shipped,8472 Business Way,Detroit,WA,67208,Online,Chris Patel
ORD100229,CUST10476,2024-08-28,32815,0,2625.2,0,35440.2,Financing,Net 30,Shipped,9287 Manufacturing Dr,Boston,MA,61149,Direct Sales,Jessica Martinez
ORD100230,CUST10409,2024-09-18,158791,15879,12703.28,0,155615.28,Credit Card,Prepaid,Completed,5625 Business Way,Detroit,MA,40161,Partner,Jessica Martinez
ORD100231,CUST10312,2024-12-02,9432,0,754.56,305,10491.56,Financing,Prepaid,Completed,2501 Commerce Dr,Austin,MI,88994,Partner,Chris Patel
ORD100232,CUST10146,2024-07-17,138096,13809,11047.68,0,135334.68,Purchase Order,Prepaid,Cancelled,815 Manufacturing Blvd,Seattle,MI,59520,Partner,Chris Patel
ORD100233,CUST10497,2023-12-25,97538,4876,7803.04,0,100465.04,Wire Transfer,Net 30,Completed,735 Manufacturing Dr,Portland,MN,33309,Direct Sales,Chris Patel
ORD100234,CUST10249,2024-11-17,27488,0,2199.04,0,29687.04,Purchase Order,50/50,Completed,6793 Manufacturing Way,Seattle,CO,42712,Phone,Jessica Martinez
ORD100235,CUST10093,2024-08-27,56710,5671,4536.8,0,55575.8,Financing,Net 60,Completed,7358 Manufacturing Parkway,Denver,MN,98064,Direct Sales,Chris Patel
ORD100236,CUST10177,2023-06-30,79371,3968,6349.68,0,81752.68,Purchase Order,Prepaid,Cancelled,7711 Tech Way,Boston,MN,32253,Online,Jessica Martinez
ORD100237,CUST10455,2024-03-25,77141,7714,6171.28,0,75598.28,Credit Card,Net 30,Completed,3365 Business Dr,Seattle,WA,19688,Direct Sales,David Martinez
ORD100238,CUST10401,2024-11-11,117491,11749,9399.28,0,115141.28,Wire Transfer,Prepaid,Shipped,721 Manufacturing Dr,Austin,MA,62018,Phone,Chris Patel
ORD100239,CUST10462,2023-04-03,86219,4310,6897.52,0,88806.52,Wire Transfer,Prepaid,Completed,8456 Industrial Blvd,Boston,TX,47297,Phone,Jessica Martinez
ORD100240,CUST10475,2023-02-23,52708,5270,4216.64,0,51654.64,Credit Card,Net 60,In Production,9561 Business Dr,Minneapolis,CO,69786,Online,David Martinez
ORD100241,CUST10334,2024-07-13,61303,3065,4904.24,0,63142.24,Purchase Order,Net 60,Completed,5552 Business Blvd,Detroit,OR,10655,Online,Jessica Martinez
ORD100242,CUST10487,2024-10-05,70376,7037,5630.08,0,68969.08,Purchase Order,Prepaid,Completed,8662 Commerce Blvd,Detroit,MN,80436,Partner,Chris Patel
ORD100243,CUST10482,2023-07-15,193882,19388,15510.56,0,190004.56,Purchase Order,Financing 24mo,Completed,8075 Commerce Way,Seattle,CO,94301,Partner,David Martinez
ORD100244,CUST10220,2023-02-20,150910,15091,12072.8,0,147891.8,Financing,Financing 24mo,Shipped,7856 Industrial Dr,Portland,OR,84236,Partner,Chris Patel
ORD100245,CUST10271,2023-09-21,68597,3429,5487.76,0,70655.76,Wire Transfer,Net 30,Completed,909 Tech Way,Boston,MI,89373,Online,David Martinez
ORD100246,CUST10272,2023-12-26,68228,3411,5458.24,0,70275.24,Financing,Net 30,Completed,4060 Tech Dr,Detroit,TX,22766,Partner,Chris Patel
ORD100247,CUST10401,2024-09-10,49327,0,3946.16,0,53273.16,Financing,50/50,Cancelled,721 Manufacturing Dr,Austin,MA,62018,Direct Sales,Chris Patel
ORD100248,CUST10439,2024-05-31,117345,5867,9387.6,0,120865.6,Financing,Financing 24mo,In Production,7223 Manufacturing Parkway,Boston,OR,15486,Direct Sales,David Martinez
ORD100249,CUST10263,2024-10-16,2936,0,234.88,94,3264.88,Purchase Order,Prepaid,Cancelled,6795 Commerce Parkway,Boston,WA,40006,Direct Sales,Jessica Martinez
ORD100250,CUST10182,2023-02-20,108167,10816,8653.36,0,106004.36,Purchase Order,50/50,In Production,6926 Commerce Way,Minneapolis,MI,22411,Direct Sales,Jessica Martinez
ORD100251,CUST10197,2024-07-10,192894,9644,15431.52,0,198681.52,Purchase Order,50/50,In Production,3922 Tech Dr,Chicago,WA,30291,Online,Chris Patel
ORD100252,CUST10191,2024-12-29,206093,10304,16487.44,0,212276.44,Financing,Net 30,Completed,7545 Tech Blvd,Minneapolis,MN,52209,Phone,Jessica Martinez
ORD100253,CUST10405,2023-05-20,41217,0,3297.36,0,44514.36,Purchase Order,50/50,Completed,4691 Tech Blvd,Chicago,IL,66747,Partner,Chris Patel
ORD100254,CUST10129,2024-12-08,38340,0,3067.2,0,41407.2,Purchase Order,Prepaid,In Production,8831 Business Way,Portland,OR,48450,Direct Sales,Jessica Martinez
ORD100255,CUST10020,2024-09-15,162128,16212,12970.24,0,158886.24,Purchase Order,50/50,Shipped,5005 Business Parkway,Chicago,CO,50241,Direct Sales,Chris Patel
ORD100256,CUST10148,2023-05-11,32449,0,2595.92,0,35044.92,Credit Card,Prepaid,Completed,7394 Industrial Way,Austin,MN,85331,Online,Chris Patel
ORD100257,CUST10238,2023-08-07,125724,6286,10057.92,0,129495.92,Financing,50/50,Completed,8280 Business Blvd,Detroit,MN,44163,Direct Sales,Chris Patel
ORD100258,CUST10391,2024-09-26,42622,0,3409.76,0,46031.76,Wire Transfer,Prepaid,Completed,2553 Tech Blvd,Boston,TX,21190,Direct Sales,David Martinez
ORD100259,CUST10026,2023-06-15,95677,9567,7654.16,0,93764.16,Wire Transfer,Prepaid,In Production,2160 Commerce Blvd,Austin,IL,37226,Partner,David Martinez
ORD100260,CUST10494,2024-06-24,34382,0,2750.56,0,37132.56,Purchase Order,Prepaid,Shipped,966 Commerce Blvd,Portland,IL,67718,Partner,Chris Patel
ORD100261,CUST10292,2024-10-03,78204,7820,6256.32,0,76640.32,Purchase Order,Net 60,Cancelled,8748 Business Way,Boston,OR,31382,Phone,Jessica Martinez
ORD100262,CUST10340,2023-11-18,46175,0,3694.0,0,49869.0,Financing,Net 30,Completed,3200 Manufacturing Dr,Detroit,MI,85378,Phone,Jessica Martinez
ORD100263,CUST10017,2024-12-03,25231,0,2018.48,0,27249.48,Purchase Order,50/50,Cancelled,3169 Industrial Parkway,Detroit,IL,62731,Partner,Chris Patel
ORD100264,CUST10079,2023-07-20,40723,0,3257.84,0,43980.84,Purchase Order,50/50,Cancelled,1342 Commerce Dr,Chicago,TX,95907,Direct Sales,Jessica Martinez
ORD100265,CUST10018,2023-07-28,58582,2929,4686.56,0,60339.56,Credit Card,Financing 24mo,Completed,8463 Industrial Dr,Minneapolis,TX,48721,Phone,David Martinez
ORD100266,CUST10320,2023-11-15,57861,5786,4628.88,0,56703.88,Purchase Order,Prepaid,Completed,8112 Tech Way,Minneapolis,MI,98751,Phone,Jessica Martinez
ORD100267,CUST10025,2024-11-20,34487,0,2758.96,0,37245.96,Purchase Order,Prepaid,In Production,2117 Tech Blvd,Seattle,MA,21154,Online,Chris Patel
ORD100268,CUST10234,2024-09-18,36235,0,2898.8,0,39133.8,Financing,Prepaid,Shipped,9145 Manufacturing Blvd,Chicago,WA,53686,Direct Sales,David Martinez
ORD100269,CUST10099,2024-05-17,89248,4462,7139.84,0,91925.84,Purchase Order,Financing 24mo,Cancelled,9781 Commerce Blvd,Seattle,MA,70596,Direct Sales,Jessica Martinez
ORD100270,CUST10106,2024-11-24,10748,0,859.84,0,11607.84,Credit Card,Prepaid,In Production,1230 Tech Dr,Austin,MI,87276,Online,Jessica Martinez
ORD100271,CUST10410,2023-09-12,25173,0,2013.84,0,27186.84,Purchase Order,Prepaid,Completed,4881 Commerce Blvd,Boston,OR,25767,Online,David Martinez
ORD100272,CUST10291,2024-01-02,78288,7828,6263.04,0,76723.04,Financing,Net 60,Cancelled,4639 Manufacturing Blvd,Chicago,MN,54026,Online,Jessica Martinez
ORD100273,CUST10074,2024-11-15,21830,0,1746.4,0,23576.4,Purchase Order,Net 30,Completed,2421 Commerce Parkway,Chicago,OR,51179,Partner,David Martinez
ORD100274,CUST10361,2023-10-08,50796,5079,4063.68,0,49780.68,Credit Card,50/50,Completed,3605 Tech Way,Chicago,CO,79595,Partner,Chris Patel
ORD100275,CUST10362,2023-10-23,30466,0,2437.28,0,32903.28,Wire Transfer,Prepaid,Shipped,1044 Business Blvd,Minneapolis,MN,93337,Phone,Jessica Martinez
ORD100276,CUST10091,2024-07-18,27901,0,2232.08,0,30133.08,Wire Transfer,Prepaid,Completed,5742 Manufacturing Dr,Boston,OR,76024,Partner,Jessica Martinez
ORD100277,CUST10104,2023-12-26,161771,8088,12941.68,0,166624.68,Financing,50/50,Completed,4823 Manufacturing Blvd,Portland,OR,27702,Direct Sales,Jessica Martinez
ORD100278,CUST10371,2024-09-10,78624,7862,6289.92,0,77051.92,Credit Card,Financing 24mo,Completed,9004 Business Blvd,Chicago,TX,79679,Online,Chris Patel
ORD100279,CUST10422,2024-03-04,23915,0,1913.2,0,25828.2,Purchase Order,Prepaid,In Production,8326 Tech Dr,Detroit,CO,35222,Online,David Martinez
ORD100280,CUST10032,2024-11-16,1872,0,149.76,157,2178.76,Wire Transfer,Net 60,Shipped,9731 Business Blvd,Austin,TX,97900,Direct Sales,David Martinez
ORD100281,CUST10179,2023-11-24,167211,8360,13376.88,0,172227.88,Purchase Order,Prepaid,Completed,7883 Industrial Parkway,Austin,TX,32022,Partner,Chris Patel
ORD100282,CUST10371,2023-06-26,68328,6832,5466.24,0,66962.24,Purchase Order,Net 30,Completed,9004 Business Blvd,Chicago,TX,79679,Direct Sales,David Martinez
ORD100283,CUST10329,2024-09-22,17137,0,1370.96,0,18507.96,Financing,50/50,Completed,8288 Manufacturing Blvd,Chicago,TX,30050,Partner,David Martinez
ORD100284,CUST10441,2024-03-16,39457,0,3156.56,0,42613.56,Credit Card,Net 60,Completed,1879 Business Way,Austin,WA,49785,Online,David Martinez
ORD100285,CUST10454,2023-12-09,80881,8088,6470.48,0,79263.48,Wire Transfer,Net 30,Shipped,9779 Industrial Way,Denver,MA,88017,Direct Sales,David Martinez
ORD100286,CUST10387,2024-02-23,57459,5745,4596.72,0,56310.72,Credit Card,Financing 24mo,Completed,7663 Industrial Parkway,Detroit,WA,64038,Direct Sales,David Martinez
ORD100287,CUST10027,2024-07-15,162428,16242,12994.24,0,159180.24,Financing,Financing 24mo,In Production,590 Business Way,Portland,OR,98117,Partner,Chris Patel
ORD100288,CUST10161,2023-12-27,21144,0,1691.52,0,22835.52,Purchase Order,50/50,Completed,9524 Manufacturing Way,Portland,CO,45559,Online,Chris Patel
ORD100289,CUST10159,2023-04-01,30330,0,2426.4,0,32756.4,Purchase Order,Financing 24mo,Shipped,3890 Business Dr,Chicago,OR,94953,Direct Sales,David Martinez
ORD100290,CUST10452,2024-08-19,60434,3021,4834.72,0,62247.72,Wire Transfer,Financing 24mo,Shipped,9886 Industrial Way,Detroit,MN,29921,Online,David Martinez
ORD100291,CUST10215,2024-04-18,52716,2635,4217.28,0,54298.28,Purchase Order,Net 60,Shipped,9905 Tech Blvd,Austin,WA,74280,Phone,Jessica Martinez
ORD100292,CUST10490,2024-04-13,53953,2697,4316.24,0,55572.24,Wire Transfer,Financing 24mo,Completed,4788 Tech Blvd,Detroit,MA,97580,Direct Sales,David Martinez
ORD100293,CUST10035,2023-07-07,73348,7334,5867.84,0,71881.84,Financing,Net 30,In Production,5677 Commerce Dr,Minneapolis,TX,20680,Partner,Chris Patel
ORD100294,CUST10101,2024-10-10,168196,8409,13455.68,0,173242.68,Wire Transfer,Net 60,Completed,9208 Business Blvd,Austin,OR,64169,Online,Chris Patel
ORD100295,CUST10121,2023-07-11,87649,4382,7011.92,0,90278.92,Wire Transfer,50/50,Completed,1428 Industrial Blvd,Chicago,MA,20230,Direct Sales,Chris Patel
ORD100296,CUST10066,2023-03-16,57622,2881,4609.76,0,59350.76,Credit Card,Prepaid,Cancelled,4011 Manufacturing Dr,Denver,CO,78622,Direct Sales,Jessica Martinez
ORD100297,CUST10115,2024-09-26,734,0,58.72,238,1030.72,Financing,Financing 24mo,Cancelled,1968 Industrial Dr,Chicago,WA,17524,Partner,David Martinez
ORD100298,CUST10151,2023-05-19,23455,0,1876.4,0,25331.4,Purchase Order,Prepaid,Shipped,7813 Commerce Parkway,Austin,MI,43643,Direct Sales,David Martinez
ORD100299,CUST10150,2024-09-15,93579,4678,7486.32,0,96387.32,Credit Card,Prepaid,Shipped,9222 Manufacturing Parkway,Chicago,MA,27414,Partner,David Martinez
ORD100300,CUST10151,2024-04-01,61702,6170,4936.16,0,60468.16,Wire Transfer,Prepaid,In Production,7813 Commerce Parkway,Austin,MI,43643,Online,Jessica Martinez
ORD100301,CUST10010,2023-05-07,34415,0,2753.2,0,37168.2,Wire Transfer,Prepaid,Completed,212 Tech Parkway,Portland,OR,22560,Partner,David Martinez
ORD100302,CUST10336,2023-10-31,49496,0,3959.68,0,53455.68,Purchase Order,Financing 24mo,Completed,4582 Tech Parkway,Minneapolis,MA,16722,Phone,Chris Patel
ORD100303,CUST10395,2023-04-02,20074,0,1605.92,0,21679.92,Purchase Order,50/50,Shipped,3888 Industrial Parkway,Minneapolis,OR,59029,Direct Sales,David Martinez
ORD100304,CUST10290,2023-04-23,69470,3473,5557.6,0,71554.6,Purchase Order,Net 60,Cancelled,8514 Industrial Parkway,Austin,OR,92403,Partner,Jessica Martinez
ORD100305,CUST10435,2023-11-10,41829,0,3346.32,0,45175.32,Credit Card,Net 60,Completed,120 Business Parkway,Austin,MA,96621,Phone,David Martinez
ORD100306,CUST10086,2023-10-31,60083,6008,4806.64,0,58881.64,Financing,Prepaid,Completed,6182 Commerce Way,Austin,IL,33626,Direct Sales,Jessica Martinez
ORD100307,CUST10340,2024-02-20,124597,6229,9967.76,0,128335.76,Credit Card,Prepaid,Shipped,3200 Manufacturing Dr,Detroit,MI,85378,Phone,Jessica Martinez
ORD100308,CUST10384,2023-08-24,28747,0,2299.76,0,31046.760000000002,Wire Transfer,Prepaid,Shipped,6671 Commerce Parkway,Seattle,OR,65816,Phone,Jessica Martinez
ORD100309,CUST10143,2024-04-17,8433,0,674.64,446,9553.64,Financing,Prepaid,Shipped,4633 Manufacturing Way,Seattle,TX,69081,Phone,Chris Patel
ORD100310,CUST10110,2023-06-30,37787,0,3022.96,0,40809.96,Financing,Financing 24mo,Completed,1819 Commerce Parkway,Seattle,IL,39631,Direct Sales,Jessica Martinez
ORD100311,CUST10362,2023-01-17,73087,3654,5846.96,0,75279.96,Credit Card,Net 30,Completed,1044 Business Blvd,Minneapolis,MN,93337,Phone,Jessica Martinez
ORD100312,CUST10317,2023-10-05,141605,7080,11328.4,0,145853.4,Wire Transfer,Net 30,Completed,5212 Manufacturing Way,Austin,MA,10906,Direct Sales,Chris Patel
ORD100313,CUST10062,2023-05-12,25173,0,2013.84,0,27186.84,Purchase Order,Financing 24mo,Shipped,3506 Industrial Parkway,Detroit,MA,62460,Online,Jessica Martinez
ORD100314,CUST10134,2023-02-12,90659,4532,7252.72,0,93379.72,Wire Transfer,Net 60,Shipped,9980 Business Way,Denver,CO,44762,Partner,Jessica Martinez
ORD100315,CUST10317,2024-08-31,41718,0,3337.44,0,45055.44,Purchase Order,Prepaid,Shipped,5212 Manufacturing Way,Austin,MA,10906,Phone,David Martinez
ORD100316,CUST10233,2024-09-16,134608,6730,10768.64,0,138646.64,Purchase Order,Financing 24mo,Completed,9283 Tech Dr,Boston,TX,30283,Online,Jessica Martinez
ORD100317,CUST10039,2023-08-31,201641,10082,16131.28,0,207690.28,Financing,Net 30,Completed,8952 Industrial Blvd,Minneapolis,IL,60187,Direct Sales,Jessica Martinez
